Account,Degree,In_Degree,Out_Degree,Degree_Centrality
80B58EAE0,2,1,1,0.00033211557622052476
805ED5B10,1,0,1,0.00016605778811026238
80859CDE0,1,1,0,0.00016605778811026238
808599E60,2,1,1,0.00033211557622052476
8020FCB10,2,1,1,0.00033211557622052476
808645250,2,1,1,0.00033211557622052476
8020E1230,2,1,1,0.00033211557622052476
8085E7C90,2,1,1,0.00033211557622052476
80B41FB20,2,1,1,0.00033211557622052476
808638AB0,2,1,1,0.00033211557622052476
808634980,2,1,1,0.00033211557622052476
8012602E0,2,1,1,0.00033211557622052476
8074EF770,1,0,1,0.00016605778811026238
80B4408F0,1,1,0,0.00016605778811026238
8080E72F0,1,0,1,0.00016605778811026238
8086333E0,1,1,0,0.00016605778811026238
8020D28E0,2,1,1,0.00033211557622052476
80B444050,2,1,1,0.00033211557622052476
808628090,2,1,1,0.00033211557622052476
80B44CD70,2,1,1,0.00033211557622052476
808624750,2,1,1,0.00033211557622052476
8012545D0,1,1,0,0.00016605778811026238
801252FB0,2,1,1,0.00033211557622052476
80B46D030,2,1,1,0.00033211557622052476
80861B530,1,0,1,0.00016605778811026238
80861B4B0,1,1,0,0.00016605778811026238
80B470140,2,1,1,0.00033211557622052476
80B471950,2,1,1,0.00033211557622052476
808497EA0,1,0,1,0.00016605778811026238
80B474B70,1,1,0,0.00016605778811026238
808352B70,1,0,1,0.00016605778811026238
80215FEA0,1,1,0,0.00016605778811026238
80B674A30,2,1,1,0.00033211557622052476
80B6DFBF0,2,1,1,0.00033211557622052476
80B9BE030,2,1,1,0.00033211557622052476
80B9BF970,2,1,1,0.00033211557622052476
800105270,1,0,1,0.00016605778811026238
8010E5350,1,1,0,0.00016605778811026238
80238BB40,2,1,1,0.00033211557622052476
8003FE970,1,0,1,0.00016605778811026238
8010E6230,1,1,0,0.00016605778811026238
80B800330,1,0,1,0.00016605778811026238
80B800770,1,1,0,0.00016605778811026238
80B9CF410,1,0,1,0.00016605778811026238
80F3A4020,1,1,0,0.00016605778811026238
80B9D1B90,2,1,1,0.00033211557622052476
80B9D26F0,2,1,1,0.00033211557622052476
807FB38E0,2,1,1,0.00033211557622052476
80722A840,1,0,1,0.00016605778811026238
80B9EFB60,1,1,0,0.00016605778811026238
80B9F0550,2,1,1,0.00033211557622052476
80B9F0E80,1,0,1,0.00016605778811026238
80B9EACE0,1,1,0,0.00016605778811026238
80B9EF1E0,2,1,1,0.00033211557622052476
807FA5D70,2,1,1,0.00033211557622052476
80BA20600,1,0,1,0.00016605778811026238
808439690,1,1,0,0.00016605778811026238
80BA23B30,2,1,1,0.00033211557622052476
806D95550,1,0,1,0.00016605778811026238
8080C91B0,1,1,0,0.00016605778811026238
801041D40,2,1,1,0.00033211557622052476
802147510,1,0,1,0.00016605778811026238
8080CAF20,1,1,0,0.00016605778811026238
8011066C0,2,1,1,0.00033211557622052476
800C79570,1,0,1,0.00016605778811026238
80234CAC0,2,1,1,0.00033211557622052476
80B985700,2,1,1,0.00033211557622052476
80B830A90,2,1,1,0.00033211557622052476
801101680,2,1,1,0.00033211557622052476
802350E60,2,1,1,0.00033211557622052476
802335B90,2,1,1,0.00033211557622052476
80B99A040,2,1,1,0.00033211557622052476
80B9A7120,1,0,1,0.00016605778811026238
81B5C5580,1,1,0,0.00016605778811026238
80237CDA0,1,0,1,0.00016605778811026238
80237CCB0,1,1,0,0.00016605778811026238
80B9A9170,2,1,1,0.00033211557622052476
8023808E0,2,1,1,0.00033211557622052476
8023829D0,2,1,1,0.00033211557622052476
802384FE0,2,1,1,0.00033211557622052476
802385BA0,2,1,1,0.00033211557622052476
807AD7C30,1,0,1,0.00016605778811026238
80B9B04E0,1,1,0,0.00016605778811026238
8023838B0,2,1,1,0.00033211557622052476
8080C9B30,2,1,1,0.00033211557622052476
801113860,1,1,0,0.00016605778811026238
8023B19E0,2,1,1,0.00033211557622052476
80098D2D0,1,0,1,0.00016605778811026238
807F54A20,1,1,0,0.00016605778811026238
80BA6ABA0,2,1,1,0.00033211557622052476
80BA50140,2,1,1,0.00033211557622052476
804C5D9C0,1,0,1,0.00016605778811026238
80BA6EA50,1,1,0,0.00016605778811026238
807E3FE00,2,1,1,0.00033211557622052476
807E45DC0,2,1,1,0.00033211557622052476
80BA7F0B0,2,1,1,0.00033211557622052476
8023CB340,2,1,1,0.00033211557622052476
807E44CA0,2,1,1,0.00033211557622052476
8023D81B0,2,1,1,0.00033211557622052476
801080390,2,1,1,0.00033211557622052476
80BA90B20,2,1,1,0.00033211557622052476
807E333B0,2,1,1,0.00033211557622052476
807E33160,2,1,1,0.00033211557622052476
80BA97D50,2,1,1,0.00033211557622052476
807E301B0,2,1,1,0.00033211557622052476
807E2B3A0,2,1,1,0.00033211557622052476
807E71EF0,3,2,1,0.0004981733643307871
8023B6220,2,1,1,0.00033211557622052476
807E72110,1,0,1,0.00016605778811026238
807E72B20,2,1,1,0.00033211557622052476
80BA31060,2,1,1,0.00033211557622052476
806165490,1,0,1,0.00016605778811026238
80BA37B10,1,1,0,0.00016605778811026238
807F56A40,2,1,1,0.00033211557622052476
80BA33900,2,1,1,0.00033211557622052476
8023AFD60,2,1,1,0.00033211557622052476
80BA3C840,2,1,1,0.00033211557622052476
8010C2840,2,1,1,0.00033211557622052476
8023BF650,1,0,1,0.00016605778811026238
80CA50D70,1,1,0,0.00016605778811026238
80BA3FC00,2,1,1,0.00033211557622052476
807EC54C0,2,1,1,0.00033211557622052476
8023C2220,2,1,1,0.00033211557622052476
807EA15C0,2,1,1,0.00033211557622052476
80BA59280,2,1,1,0.00033211557622052476
8010C8310,2,1,1,0.00033211557622052476
8008622F0,1,0,1,0.00016605778811026238
80BA5FF10,1,1,0,0.00016605778811026238
8023A86F0,1,0,1,0.00016605778811026238
8023BE900,1,1,0,0.00016605778811026238
800C03B20,1,0,1,0.00016605778811026238
8010CAE60,1,1,0,0.00016605778811026238
807E6CB80,2,1,1,0.00033211557622052476
80B979F00,2,1,1,0.00033211557622052476
8011178A0,1,1,0,0.00016605778811026238
80B976520,2,1,1,0.00033211557622052476
80B7D26D0,1,1,0,0.00016605778811026238
8082EE020,2,1,1,0.00033211557622052476
808316C20,2,1,1,0.00033211557622052476
8083092B0,2,1,1,0.00033211557622052476
80B7E78A0,2,1,1,0.00033211557622052476
8082E9930,1,0,1,0.00016605778811026238
8082B5F30,1,1,0,0.00016605778811026238
8082E7610,2,1,1,0.00033211557622052476
8082E2410,2,1,1,0.00033211557622052476
80118BFF0,2,1,1,0.00033211557622052476
80B7F68B0,2,1,1,0.00033211557622052476
8082D23A0,2,1,1,0.00033211557622052476
800E9FEA0,1,0,1,0.00016605778811026238
8011880E0,1,1,0,0.00016605778811026238
8082D1A00,1,0,1,0.00016605778811026238
8082B90B0,1,1,0,0.00016605778811026238
8082BF5A0,2,1,1,0.00033211557622052476
80B7B77D0,1,0,1,0.00016605778811026238
80B63CCC0,1,1,0,0.00016605778811026238
80221F800,2,1,1,0.00033211557622052476
8082C8CE0,1,0,1,0.00016605778811026238
806FD01D0,1,1,0,0.00016605778811026238
80119E890,1,0,1,0.00016605778811026238
81882E390,1,1,0,0.00016605778811026238
8082C5F80,2,1,1,0.00033211557622052476
80B7D1D40,1,0,1,0.00016605778811026238
80B7D2060,1,1,0,0.00016605778811026238
8021EED80,1,0,1,0.00016605778811026238
8021F42F0,1,1,0,0.00016605778811026238
8004076A0,3,1,2,0.0004981733643307871
8021D7A00,1,1,0,0.00016605778811026238
80B7515C0,1,0,1,0.00016605778811026238
80B675020,1,1,0,0.00016605778811026238
8011A7EE0,2,1,1,0.00033211557622052476
80B79A780,2,1,1,0.00033211557622052476
8083513C0,2,1,1,0.00033211557622052476
8021D81A0,2,1,1,0.00033211557622052476
80834CF20,2,1,1,0.00033211557622052476
80B7A9330,2,1,1,0.00033211557622052476
80B7ACD10,2,1,1,0.00033211557622052476
80B7ACF30,1,0,1,0.00016605778811026238
80B7A4870,1,1,0,0.00016605778811026238
80B7BCD40,2,1,1,0.00033211557622052476
808337430,2,1,1,0.00033211557622052476
80B7BBA00,2,1,1,0.00033211557622052476
8011A6770,2,1,1,0.00033211557622052476
80B7CC360,2,1,1,0.00033211557622052476
80437F100,1,0,1,0.00016605778811026238
80832F470,1,1,0,0.00016605778811026238
800799970,1,0,1,0.00016605778811026238
8011A3950,1,1,0,0.00016605778811026238
80B802A70,2,1,1,0.00033211557622052476
80B814BE0,1,1,0,0.00016605778811026238
8009DF290,1,0,1,0.00016605778811026238
8082AFD00,1,1,0,0.00016605778811026238
80B8D2BA0,1,0,1,0.00016605778811026238
80B8D01C0,1,1,0,0.00016605778811026238
801133040,2,1,1,0.00033211557622052476
80B8D65E0,2,1,1,0.00033211557622052476
802310380,2,1,1,0.00033211557622052476
80230D730,2,1,1,0.00033211557622052476
806C626B0,1,0,1,0.00016605778811026238
80B8E83F0,1,1,0,0.00016605778811026238
80B8E9820,2,1,1,0.00033211557622052476
800BCA900,1,0,1,0.00016605778811026238
80B8E7F60,1,1,0,0.00016605778811026238
80821C8D0,2,1,1,0.00033211557622052476
801122E20,2,1,1,0.00033211557622052476
80B8E42C0,2,1,1,0.00033211557622052476
80820C520,2,1,1,0.00033211557622052476
8010E4410,2,1,1,0.00033211557622052476
800C63930,1,0,1,0.00016605778811026238
8081D72C0,1,1,0,0.00016605778811026238
801116280,2,1,1,0.00033211557622052476
802345170,2,1,1,0.00033211557622052476
80233DE40,1,0,1,0.00016605778811026238
8199A0F40,1,1,0,0.00016605778811026238
80B8D29C0,2,1,1,0.00033211557622052476
80113BA60,2,1,1,0.00033211557622052476
80B886C00,2,1,1,0.00033211557622052476
80B8858A0,2,1,1,0.00033211557622052476
80B8194F0,2,1,1,0.00033211557622052476
808268440,2,1,1,0.00033211557622052476
80B81BB90,2,1,1,0.00033211557622052476
801FF4640,1,0,1,0.00016605778811026238
802301250,2,1,1,0.00033211557622052476
808200530,2,1,1,0.00033211557622052476
801159800,2,1,1,0.00033211557622052476
802300F70,2,1,1,0.00033211557622052476
80BAF49D0,2,1,1,0.00033211557622052476
80B848980,2,1,1,0.00033211557622052476
8082775C0,2,1,1,0.00033211557622052476
80B84DC10,2,1,1,0.00033211557622052476
801148680,2,1,1,0.00033211557622052476
80B86FDF0,2,1,1,0.00033211557622052476
808257550,2,1,1,0.00033211557622052476
801145190,2,1,1,0.00033211557622052476
80B881180,2,1,1,0.00033211557622052476
808253240,2,1,1,0.00033211557622052476
801142B00,2,1,1,0.00033211557622052476
804991390,1,0,1,0.00016605778811026238
807178710,2,1,1,0.00033211557622052476
809FE6550,2,1,1,0.00033211557622052476
810373880,2,1,1,0.00033211557622052476
8003750E0,2,1,1,0.00033211557622052476
804C18630,2,1,1,0.00033211557622052476
8004BEFA0,1,0,1,0.00016605778811026238
80435D6D0,2,1,1,0.00033211557622052476
805801590,2,1,1,0.00033211557622052476
810375D80,2,1,1,0.00033211557622052476
80444EC20,2,1,1,0.00033211557622052476
800420460,1,0,1,0.00016605778811026238
8004EE8F0,1,1,0,0.00016605778811026238
80F3A89F0,2,1,1,0.00033211557622052476
810052B60,2,1,1,0.00033211557622052476
8100679B0,2,1,1,0.00033211557622052476
8103CA480,2,1,1,0.00033211557622052476
8046C9890,1,0,1,0.00016605778811026238
8046CD500,1,1,0,0.00016605778811026238
804A835F0,1,1,0,0.00016605778811026238
81015A8C0,2,1,1,0.00033211557622052476
800141DD0,2,1,1,0.00033211557622052476
80FED15A0,2,1,1,0.00033211557622052476
805323670,2,1,1,0.00033211557622052476
80FD15E10,2,1,1,0.00033211557622052476
805087D80,1,0,1,0.00016605778811026238
8057F7F20,1,1,0,0.00016605778811026238
80C48E1F0,1,0,1,0.00016605778811026238
80F3A2B20,1,1,0,0.00016605778811026238
800249430,2,1,1,0.00033211557622052476
80FD8A5C0,2,1,1,0.00033211557622052476
800243770,1,0,1,0.00016605778811026238
80FDEB4A0,1,1,0,0.00016605778811026238
8004ECC30,2,1,1,0.00033211557622052476
80482ED70,2,1,1,0.00033211557622052476
804D40430,2,1,1,0.00033211557622052476
80F5E1B10,2,1,1,0.00033211557622052476
80F5E4250,1,0,1,0.00016605778811026238
80F5DFFE0,1,1,0,0.00016605778811026238
803EDF020,2,1,1,0.00033211557622052476
8052FAEC0,2,1,1,0.00033211557622052476
804267560,2,1,1,0.00033211557622052476
80F3B19E0,2,1,1,0.00033211557622052476
8057E52D0,1,0,1,0.00016605778811026238
8113FFBF0,1,1,0,0.00016605778811026238
80471FFB0,1,0,1,0.00016605778811026238
804720990,1,1,0,0.00016605778811026238
8055A3D80,2,1,1,0.00033211557622052476
80024A900,2,1,1,0.00033211557622052476
804C19D70,2,1,1,0.00033211557622052476
80FB99040,2,1,1,0.00033211557622052476
8055A0A70,1,0,1,0.00016605778811026238
80D244160,1,1,0,0.00016605778811026238
80FF82DF0,2,1,1,0.00033211557622052476
8056A44B0,2,1,1,0.00033211557622052476
80455A700,2,1,1,0.00033211557622052476
8005AD500,1,0,1,0.00016605778811026238
80F5E8190,1,1,0,0.00016605778811026238
80005CA70,2,1,1,0.00033211557622052476
8049869F0,2,1,1,0.00033211557622052476
8058032F0,2,1,1,0.00033211557622052476
8001F29E0,2,1,1,0.00033211557622052476
8004F2770,2,1,1,0.00033211557622052476
804C36BD0,2,1,1,0.00033211557622052476
804842300,1,0,1,0.00016605778811026238
8192C9000,1,1,0,0.00016605778811026238
810086830,2,1,1,0.00033211557622052476
8001643F0,1,0,1,0.00016605778811026238
805361FB0,1,1,0,0.00016605778811026238
804854520,2,1,1,0.00033211557622052476
8100C3980,2,1,1,0.00033211557622052476
8043F61A0,2,1,1,0.00033211557622052476
80362E1B0,1,0,1,0.00016605778811026238
8055977A0,1,1,0,0.00016605778811026238
8004F63B0,2,1,1,0.00033211557622052476
8055907A0,1,1,0,0.00016605778811026238
8001F6700,2,1,1,0.00033211557622052476
80F317BD0,2,1,1,0.00033211557622052476
80FB98D80,2,1,1,0.00033211557622052476
803EACAE0,1,0,1,0.00016605778811026238
804CCEDC0,1,1,0,0.00016605778811026238
802C83400,1,0,1,0.00016605778811026238
804603C60,1,1,0,0.00016605778811026238
80F0601C0,2,1,1,0.00033211557622052476
8020C3840,1,0,1,0.00016605778811026238
8057E1990,1,1,0,0.00016605778811026238
80FC22DF0,1,0,1,0.00016605778811026238
80FD1BA10,1,1,0,0.00016605778811026238
806F52250,1,0,1,0.00016605778811026238
80F496920,1,1,0,0.00016605778811026238
80424B520,2,1,1,0.00033211557622052476
800E1CBA0,1,0,1,0.00016605778811026238
80426CDC0,1,1,0,0.00016605778811026238
8004F60D0,2,1,1,0.00033211557622052476
804D47850,2,1,1,0.00033211557622052476
80F46F890,2,1,1,0.00033211557622052476
804296270,1,0,1,0.00016605778811026238
800928FC0,1,1,0,0.00016605778811026238
803F80B30,2,1,1,0.00033211557622052476
80FECECE0,2,1,1,0.00033211557622052476
803EDE030,2,1,1,0.00033211557622052476
8046CC120,2,1,1,0.00033211557622052476
805599840,2,1,1,0.00033211557622052476
800191BC0,2,1,1,0.00033211557622052476
80F5DD260,2,1,1,0.00033211557622052476
80F46CE40,2,1,1,0.00033211557622052476
800110880,2,1,1,0.00033211557622052476
80FED0BC0,2,1,1,0.00033211557622052476
803EDB700,1,0,1,0.00016605778811026238
81A739AC0,1,1,0,0.00016605778811026238
803353250,1,0,1,0.00016605778811026238
8046D4ED0,1,1,0,0.00016605778811026238
8102B9BE0,2,1,1,0.00033211557622052476
80F46D3C0,2,1,1,0.00033211557622052476
80EF0F4D0,2,1,1,0.00033211557622052476
80FF8E010,2,1,1,0.00033211557622052476
800374B60,1,0,1,0.00016605778811026238
8076FCAF0,1,1,0,0.00016605778811026238
803EDAC10,2,1,1,0.00033211557622052476
8101562D0,2,1,1,0.00033211557622052476
80B5D2ED0,1,0,1,0.00016605778811026238
80FD847A0,1,1,0,0.00016605778811026238
803E8E4F0,2,1,1,0.00033211557622052476
8003759B0,1,0,1,0.00016605778811026238
80FD50550,1,1,0,0.00016605778811026238
80FA0C1F0,2,1,1,0.00033211557622052476
80F5DA1D0,2,1,1,0.00033211557622052476
8043F6610,2,1,1,0.00033211557622052476
8001D22D0,2,1,1,0.00033211557622052476
800BC4DC0,1,0,1,0.00016605778811026238
80FE04360,1,1,0,0.00016605778811026238
8055890C0,2,1,1,0.00033211557622052476
8040E0910,2,1,1,0.00033211557622052476
8046D2F00,2,1,1,0.00033211557622052476
8049B2880,1,0,1,0.00016605778811026238
80796C1A0,1,1,0,0.00016605778811026238
80F3CA820,2,1,1,0.00033211557622052476
8018BF780,2,1,1,0.00033211557622052476
8042C8B70,2,1,1,0.00033211557622052476
8001FCC40,2,1,1,0.00033211557622052476
8040E3030,1,1,0,0.00016605778811026238
803ECD700,2,1,1,0.00033211557622052476
80F8E6BB0,2,1,1,0.00033211557622052476
80FBD4CA0,2,1,1,0.00033211557622052476
8001E7F80,2,1,1,0.00033211557622052476
804264CF0,2,1,1,0.00033211557622052476
8004E1510,1,0,1,0.00016605778811026238
80B8D4410,1,1,0,0.00016605778811026238
8050AF850,2,1,1,0.00033211557622052476
80FBD2DE0,2,1,1,0.00033211557622052476
80757E020,1,0,1,0.00016605778811026238
80F3C2330,1,1,0,0.00016605778811026238
8044D8FC0,2,1,1,0.00033211557622052476
8001E8940,2,1,1,0.00033211557622052476
80BB34B60,2,1,1,0.00033211557622052476
8005D40C0,1,0,1,0.00016605778811026238
804ADFD00,1,1,0,0.00016605778811026238
80251CEF0,1,0,1,0.00016605778811026238
80F659750,1,1,0,0.00016605778811026238
8055AF920,2,1,1,0.00033211557622052476
805593FE0,2,1,1,0.00033211557622052476
80FDCF080,2,1,1,0.00033211557622052476
80F8E4EB0,2,1,1,0.00033211557622052476
8045E6DF0,2,1,1,0.00033211557622052476
804551B30,2,1,1,0.00033211557622052476
805258AE0,1,0,1,0.00016605778811026238
802552D20,1,1,0,0.00016605778811026238
8055BBB80,2,1,1,0.00033211557622052476
80567E540,1,0,1,0.00016605778811026238
80567F490,1,1,0,0.00016605778811026238
8035185C0,3,1,2,0.0004981733643307871
8043D9490,1,1,0,0.00016605778811026238
80035C880,1,1,0,0.00016605778811026238
80455A9C0,1,0,1,0.00016605778811026238
804A74F70,3,2,1,0.0004981733643307871
80F43F020,2,1,1,0.00033211557622052476
80FED6E30,1,0,1,0.00016605778811026238
81746DEE0,1,1,0,0.00016605778811026238
8068EFC30,1,0,1,0.00016605778811026238
80FBF46D0,1,1,0,0.00016605778811026238
8100223E0,2,1,1,0.00033211557622052476
80482E4F0,2,1,1,0.00033211557622052476
803CD6710,1,0,1,0.00016605778811026238
8040E4B70,1,1,0,0.00016605778811026238
81002C830,1,0,1,0.00016605778811026238
80F900B20,1,1,0,0.00016605778811026238
80559A7F0,1,0,1,0.00016605778811026238
80A95B4A0,1,1,0,0.00016605778811026238
800C57760,1,0,1,0.00016605778811026238
8052A2E80,1,1,0,0.00016605778811026238
804264D40,2,1,1,0.00033211557622052476
80470AC20,2,1,1,0.00033211557622052476
8004DD720,2,1,1,0.00033211557622052476
80434BB30,2,1,1,0.00033211557622052476
8102A90E0,2,1,1,0.00033211557622052476
800368B80,2,1,1,0.00033211557622052476
803E26BF0,2,1,1,0.00033211557622052476
8001719A0,2,1,1,0.00033211557622052476
8001EA440,1,1,0,0.00016605778811026238
8042660F0,2,1,1,0.00033211557622052476
80160E010,1,0,1,0.00016605778811026238
805088230,1,1,0,0.00016605778811026238
80F93F570,1,1,0,0.00016605778811026238
803ECD610,1,0,1,0.00016605778811026238
803EBBB00,1,1,0,0.00016605778811026238
800112F90,2,1,1,0.00033211557622052476
805814E30,2,1,1,0.00033211557622052476
8011EFDF0,1,0,1,0.00016605778811026238
804BDF030,1,1,0,0.00016605778811026238
8052DFE30,2,1,1,0.00033211557622052476
80F960360,2,1,1,0.00033211557622052476
804D3F260,2,1,1,0.00033211557622052476
804BDEB80,2,1,1,0.00033211557622052476
804266690,2,1,1,0.00033211557622052476
80F9604F0,2,1,1,0.00033211557622052476
80062C3D0,1,0,1,0.00016605778811026238
8055A58D0,1,1,0,0.00016605778811026238
804AC4BE0,2,1,1,0.00033211557622052476
803ED7020,2,1,1,0.00033211557622052476
804AC5210,1,0,1,0.00016605778811026238
804AC4CD0,1,1,0,0.00016605778811026238
8049B0E10,1,0,1,0.00016605778811026238
8049B0AB0,1,1,0,0.00016605778811026238
8052DE890,2,1,1,0.00033211557622052476
80F3BDEF0,2,1,1,0.00033211557622052476
804AC5120,2,1,1,0.00033211557622052476
80FDEC7B0,2,1,1,0.00033211557622052476
8032B3270,1,0,1,0.00016605778811026238
8039B7150,1,1,0,0.00016605778811026238
803EC39E0,2,1,1,0.00033211557622052476
80010E3D0,2,1,1,0.00033211557622052476
8001634F0,1,0,1,0.00016605778811026238
800368EA0,1,1,0,0.00016605778811026238
80F912730,2,1,1,0.00033211557622052476
80F4159F0,1,0,1,0.00016605778811026238
81B076190,1,1,0,0.00016605778811026238
80F62F4A0,2,1,1,0.00033211557622052476
80FCBF3A0,2,1,1,0.00033211557622052476
800E6C8A0,1,0,1,0.00016605778811026238
8040BF9B0,1,1,0,0.00016605778811026238
80EFDE650,2,1,1,0.00033211557622052476
805820E10,2,1,1,0.00033211557622052476
803F7EA60,2,1,1,0.00033211557622052476
80024D550,2,1,1,0.00033211557622052476
80013AF70,1,0,1,0.00016605778811026238
8004E7830,1,1,0,0.00016605778811026238
804D33F10,2,1,1,0.00033211557622052476
80F4536B0,2,1,1,0.00033211557622052476
804A6C0C0,2,1,1,0.00033211557622052476
80FF98990,2,1,1,0.00033211557622052476
801E21640,1,0,1,0.00016605778811026238
8034BA100,1,1,0,0.00016605778811026238
80F3BE880,2,1,1,0.00033211557622052476
80EF9E060,2,1,1,0.00033211557622052476
804B87610,2,1,1,0.00033211557622052476
8046C6680,2,1,1,0.00033211557622052476
804A86BA0,1,0,1,0.00016605778811026238
81461E270,1,1,0,0.00016605778811026238
80050E890,2,1,1,0.00033211557622052476
80FB77F50,2,1,1,0.00033211557622052476
8003D93B0,2,1,1,0.00033211557622052476
80476C850,2,1,1,0.00033211557622052476
80F55A650,2,1,1,0.00033211557622052476
803FC21D0,2,1,1,0.00033211557622052476
805764F50,2,1,1,0.00033211557622052476
804D44990,1,0,1,0.00016605778811026238
805545080,1,1,0,0.00016605778811026238
8002F7E60,2,1,1,0.00033211557622052476
804942250,1,1,0,0.00016605778811026238
804E41850,2,1,1,0.00033211557622052476
8044395B0,2,1,1,0.00033211557622052476
8056FE2C0,2,1,1,0.00033211557622052476
80138BD20,1,0,1,0.00016605778811026238
80FAF06F0,1,1,0,0.00016605778811026238
8100FCAC0,2,1,1,0.00033211557622052476
80F57B560,2,1,1,0.00033211557622052476
8003DE200,1,0,1,0.00016605778811026238
819BBBC40,1,1,0,0.00016605778811026238
80F579B40,1,0,1,0.00016605778811026238
800F80F30,1,1,0,0.00016605778811026238
804CC64D0,2,1,1,0.00033211557622052476
80FEA6820,1,0,1,0.00016605778811026238
807516B20,1,1,0,0.00016605778811026238
804E63C40,2,1,1,0.00033211557622052476
81013B9C0,1,1,0,0.00016605778811026238
80F582B90,2,1,1,0.00033211557622052476
804A8C2D0,2,1,1,0.00033211557622052476
804ED7FA0,2,1,1,0.00033211557622052476
80F5698F0,2,1,1,0.00033211557622052476
805544D00,2,1,1,0.00033211557622052476
804360620,2,1,1,0.00033211557622052476
8044227A0,1,0,1,0.00016605778811026238
80A78A7C0,1,1,0,0.00016605778811026238
804DAEB10,2,1,1,0.00033211557622052476
8102D53A0,2,1,1,0.00033211557622052476
8054A2100,2,1,1,0.00033211557622052476
80475D230,2,1,1,0.00033211557622052476
80F54B970,2,1,1,0.00033211557622052476
804632EE0,2,1,1,0.00033211557622052476
804944DB0,2,1,1,0.00033211557622052476
804632F80,1,0,1,0.00016605778811026238
80F1130B0,1,1,0,0.00016605778811026238
8046AFAF0,2,1,1,0.00033211557622052476
804A8E970,2,1,1,0.00033211557622052476
808A58B90,1,0,1,0.00016605778811026238
80F555C20,1,1,0,0.00016605778811026238
8048CB060,1,0,1,0.00016605778811026238
8048CBA60,1,1,0,0.00016605778811026238
80F556F70,2,1,1,0.00033211557622052476
8001BFBB0,2,1,1,0.00033211557622052476
800F70C00,1,0,1,0.00016605778811026238
800F73990,1,1,0,0.00016605778811026238
80FB78D20,2,1,1,0.00033211557622052476
803858CF0,1,0,1,0.00016605778811026238
804A8CD00,1,1,0,0.00016605778811026238
8046A39E0,2,1,1,0.00033211557622052476
80FF664F0,2,1,1,0.00033211557622052476
8103156B0,2,1,1,0.00033211557622052476
80FB513D0,2,1,1,0.00033211557622052476
801A12190,1,0,1,0.00016605778811026238
801C26170,1,1,0,0.00016605778811026238
80FB51810,2,1,1,0.00033211557622052476
80FD52180,2,1,1,0.00033211557622052476
80DA3C0C0,1,0,1,0.00016605778811026238
80FF6CC40,1,1,0,0.00016605778811026238
805536650,2,1,1,0.00033211557622052476
804655AD0,2,1,1,0.00033211557622052476
80F5714C0,2,1,1,0.00033211557622052476
8102EEE20,2,1,1,0.00033211557622052476
80F570480,2,1,1,0.00033211557622052476
80FB73530,2,1,1,0.00033211557622052476
80FD332D0,2,1,1,0.00033211557622052476
80F56B240,2,1,1,0.00033211557622052476
800221C20,1,0,1,0.00016605778811026238
8001F2EE0,1,1,0,0.00016605778811026238
8009A4EF0,1,0,1,0.00016605778811026238
805530040,1,1,0,0.00016605778811026238
8102F73D0,2,1,1,0.00033211557622052476
8046A4120,2,1,1,0.00033211557622052476
800198630,2,1,1,0.00033211557622052476
80012D050,2,1,1,0.00033211557622052476
80333A2B0,1,0,1,0.00016605778811026238
810133350,1,1,0,0.00016605778811026238
80EDAC7D0,1,0,1,0.00016605778811026238
80FB6FB90,1,1,0,0.00016605778811026238
80FD37240,2,1,1,0.00033211557622052476
8043758C0,2,1,1,0.00033211557622052476
80F16FB20,2,1,1,0.00033211557622052476
80FD35EF0,2,1,1,0.00033211557622052476
807E71060,1,0,1,0.00016605778811026238
80F176480,1,1,0,0.00016605778811026238
80F55F4B0,2,1,1,0.00033211557622052476
800516EE0,3,1,2,0.0004981733643307871
800C39D30,1,0,1,0.00016605778811026238
8037A0A10,1,1,0,0.00016605778811026238
80F578070,2,1,1,0.00033211557622052476
80020BE70,2,1,1,0.00033211557622052476
80F178A30,2,1,1,0.00033211557622052476
8014C6120,1,0,1,0.00016605778811026238
80CB23DC0,2,2,0,0.00033211557622052476
8003DF250,2,1,1,0.00033211557622052476
805538290,2,1,1,0.00033211557622052476
804421E70,2,1,1,0.00033211557622052476
805705AE0,1,0,1,0.00016605778811026238
8057009C0,1,1,0,0.00016605778811026238
804240350,2,1,1,0.00033211557622052476
80F18BF70,2,1,1,0.00033211557622052476
804CBDB20,2,1,1,0.00033211557622052476
805531650,2,1,1,0.00033211557622052476
80478AD90,2,1,1,0.00033211557622052476
803EB9760,2,1,1,0.00033211557622052476
80EE22200,1,0,1,0.00016605778811026238
80A5371D0,1,1,0,0.00016605778811026238
800F77250,1,0,1,0.00016605778811026238
80F17F7A0,1,1,0,0.00016605778811026238
8003E31E0,2,1,1,0.00033211557622052476
80FD54A80,2,1,1,0.00033211557622052476
810135710,2,1,1,0.00033211557622052476
803526830,1,0,1,0.00016605778811026238
810320FF0,1,1,0,0.00016605778811026238
8046AFED0,2,1,1,0.00033211557622052476
8055C2BC0,2,1,1,0.00033211557622052476
8015664D0,1,0,1,0.00016605778811026238
804192180,1,1,0,0.00016605778811026238
80052DA80,2,1,1,0.00033211557622052476
80FE71E80,2,1,1,0.00033211557622052476
80F243300,2,1,1,0.00033211557622052476
80555C490,2,1,1,0.00033211557622052476
810151840,2,1,1,0.00033211557622052476
